vanigar cēvai oḻi
nāṭṭu maramudaiyan kaasu
manram muṭiyum eṭu
vanigar vāy muttirai okku
vanigar pon mai
vanigar pon māṭu
arimai kāval muttirai
maramudaiyan kadalkol cīlai
vanigar pēr oḻi
nāyakan koḷlaṭai velli
vanigar cēvai muttirai okku mai
ur maramudaiyan kānu
vanigar velli āl
nāyakan peyar kadalkol
perun ur il
vanigar mālāi koṭu
ampalam manram cīlai
maramudaiyan vayil oḻi okku
nāyakan kālam muttirai
arasar aḷavu payir
vanigar cēvai cīlai
nādu maramudaiyan kaasu mai
nāyakan vayil eṭu
perun taṇmai pāṇai
nambi nādu mai okku
vanigar pon kaṇ
perumai nāyakan oḻi
maramudaiyan mavatta muttirai
perun vāy cīlai
utaiyavar pāṇai velli
vanigar cēvai oḻi
kalam maramudaiyan kānu okku
perun mavatta āl mai
arasar ampalam kānu
iruvar kalam il
vanigar mālāi itta
aracu perun muttirai
maramudaiyan vaḻi cīlai
arasar peyar oḻi okku
maramudaiyan pāṇ payir
vanigar cēvai muttirai
kōṭṭai maramudaiyan kaasu
arasar vaḻi eṭu
nambi mūlam pāṇ mai
arimai koḷlaṭai mai
vanigar pon teḷḷu okku
kāval arasar cīlai
maramudaiyan nilam oḻi
nambi taṇmai muttirai
ampalam koḷlaṭai velli
vanigar cēvai cīlai
nāṭṭu maramudaiyan kānu
nambi aḷavu āl okku
utaiyavar muṭiyum mālāi
makkal pēr il mai
vanigar mālāi erpatta
manram arimai oḻi
maramudaiyan kadalkol muttirai
utaiyavar payir cīlai
perumai aḷavu payir okku
vanigar cēvai oḻi
ur maramudaiyan kaasu
utaiyavar kālam eṭu
iruvar perumai vāy
aracu kōṭṭai mai
vanigar pon tēṭu mai
nāyakan pēr muttirai okku
maramudaiyan vayil cīlai
iruvar kaasu oḻi
kāval pāṇai velli
vanigar cēvai muttirai
nādu maramudaiyan kānu
iruvar peyar āl
maramudaiyan aracu taṇmai okku
manram nilam il
vanigar mālāi koḷ
perun kālam cīlai mai
maramudaiyan mavatta oḻi
maramudaiyan mūlam muttirai
vanigar pāṇ payir
vanigar cēvai cīlai okku
kalam maramudaiyan kaasu
maramudaiyan payir eṭu
arimai kāval kaasu
nāyakan cīlai mai
vanigar pon koḷl
arasar vāy oḻi
maramudaiyan vaḻi muttirai okku mai
arimai muṭiyum cīlai
perun koḷlaṭai velli
vanigar cēvai oḻi
kōṭṭai maramudaiyan kānu
arimai mūlam āl
ampalam manram oḻi
arasar nāṭṭu il okku
vanigar mālāi māṭu
arimai peyar muttirai
maramudaiyan nilam cīlai
ampalam pon oḻi mai
nambi aḷavu payir
vanigar cēvai muttirai
nāṭṭu maramudaiyan kaasu okku
ampalam muṭiyum eṭu
makkal nāyakan muttirai
utaiyavar pon mai
vanigar pon koṭu
ampalam taṇmai cīlai
maramudaiyan kadalkol oḻi
makkal velli muttirai okku
iruvar pāṇai velli mai
vanigar cēvai cīlai
ur maramudaiyan kānu
makkal velli āl
perumai perun kadalkol
maramudaiyan ur il
vanigar mālāi kaṇ okku
perumai ampalam oḻi
maramudaiyan vayil muttirai
perumai kānu cīlai
arimai pāṇ payir
vanigar cēvai oḻi mai
nādu maramudaiyan kaasu
perumai vayil eṭu okku
aracu arasar pāṇai
ampalam nādu mai
vanigar pon itta
aracu mūlam muttirai
maramudaiyan mavatta cīlai
aracu mālāi oḻi
makkal koḷlaṭai velli okku
vanigar cēvai muttirai
kalam maramudaiyan kānu mai
aracu mavatta āl
kāval pāṇai kānu
perumai kalam il
vanigar mālāi teḷḷu
kāval muṭiyum cīlai okku
maramudaiyan vaḻi oḻi
kāval pēr muttirai
aracu aḷavu payir
vanigar cēvai cīlai
kōṭṭai maramudaiyan kaasu
kāval vaḻi eṭu mai
manram pāṇ pāṇ okku
kāval koḷlaṭai mai
vanigar pon erpatta
manram perumai oḻi
maramudaiyan nilam muttirai
manram kālam cīlai
manram pāṇai velli
vanigar cēvai oḻi okku
nāṭṭu maramudaiyan kānu
manram aḷavu āl
vanigar koḷlaṭai mālāi mai
vanigar pēr il
vanigar mālāi tēṭu
nāyakan aracu muttirai
maramudaiyan kadalkol cīlai okku
vanigar vāy oḻi
nāyakan pāṇ payir
vanigar cēvai muttirai
ur maramudaiyan kaasu
vanigar kālam eṭu
nāyakan aḷavu vāy
perun kōṭṭai mai okku mai
vanigar pon koḷ
perun kāval cīlai
maramudaiyan vayil oḻi
nāyakan peyar muttirai
arasar koḷlaṭai velli
vanigar cēvai cīlai
nādu maramudaiyan kānu okku
nāyakan peyar āl
perun arimai taṇmai
nambi nilam il
vanigar mālāi koḷl mai
arasar manram oḻi
maramudaiyan mavatta muttirai
perun taṇmai cīlai okku
utaiyavar aḷavu payir
vanigar cēvai oḻi
kalam maramudaiyan kaasu
perun payir eṭu
arasar pēr kaasu
iruvar cīlai mai
vanigar pon māṭu okku
arimai nāyakan muttirai mai
maramudaiyan vaḻi cīlai
arasar payir oḻi
maramudaiyan pāṇai velli
vanigar cēvai muttirai
kōṭṭai maramudaiyan kānu
arasar mūlam āl okku
nambi kālam oḻi
arimai nāṭṭu il
vanigar mālāi koṭu
ampalam perun cīlai
maramudaiyan nilam oḻi mai
nambi kaasu muttirai
ampalam pāṇ payir okku
vanigar cēvai cīlai
nāṭṭu maramudaiyan kaasu
nambi muṭiyum eṭu
utaiyavar vāy muttirai
makkal pon mai
vanigar pon kaṇ
perumai arasar oḻi okku
maramudaiyan kadalkol muttirai
utaiyavar mūlam cīlai mai
perumai koḷlaṭai velli
vanigar cēvai oḻi
ur maramudaiyan kānu
utaiyavar velli āl
iruvar peyar kadalkol okku
aracu ur il
vanigar mālāi itta
aracu arimai muttirai
maramudaiyan vayil cīlai
iruvar muṭiyum oḻi
kāval aḷavu payir mai
vanigar cēvai muttirai okku
nādu maramudaiyan kaasu
iruvar vayil eṭu
